app_id,category_id
1147,1
1148,2
1149,8
1150,1
1151,1
1151,3
1152,3
1152,2
1153,9
1154,6
1155,1
1155,4
1156,1
1157,2
1158,1
1158,3
1159,1
1159,2
1160,6
1160,9
1161,2
1162,1
1163,6
1163,5
1164,1
1165,1
1166,2
1167,11
1167,10
1168,1
1168,2
1169,2
1170,11
1171,3
1172,1
1172,2
1173,1
1174,3
1175,1
1175,6
1176,2
1176,10
1177,6
1178,11
1179,1
1179,2
1180,2
1181,5
1182,8
1183,6
1184,1
1184,2
1185,6
1185,11
1186,1
1187,6
1188,1
1188,2
1189,1
1189,2
1190,6
1191,1
1191,2
1192,1
1192,2
1193,8
1194,3
1195,6
1196,8
1197,1
1197,6
1197,4
1198,3
1198,5
1199,11
1200,9
1201,1
1201,2
1202,3
1203,8
1204,3
1205,1
1205,6
1206,6
1207,3
1207,2
1208,2
1209,3
1209,2
1209,5
1210,11
1210,10
1211,1
1211,3
1212,1
1213,1
1214,1
1215,3
1215,2
1215,6
1216,3
1216,6
1216,5
1217,1
1217,3
1218,1
1219,5
1220,9
1220,10
1221,9
1222,2
1223,4
1224,1
1224,3
1225,1
1225,3
1226,1
1226,2
1227,5
1228,3
1229,3
1229,5
1229,4
1230,12
1230,6
1230,9
1231,1
1232,1
1233,2
1234,6
1234,11
1235,2
1236,1
1236,2
1237,3
1238,5
1239,6
1239,9
1240,3
1241,3
1242,12
1243,11
1244,1
1244,2
1245,1
1245,3
1245,2
1246,1
1246,7
1247,6
1248,3
1249,9
1250,6
1251,2
1252,1
1253,5
1254,2
1254,6
1255,1
1256,3
1257,1
1258,2
1259,6
1260,1
1261,3
1261,5
1262,5
1263,4
1264,1
1264,2
1265,1
1265,3
1265,2
1266,3
1267,6
1268,3
1269,3
1270,1
1271,9
1272,6
1273,9
1274,8
1275,2
1276,9
1277,2
1278,6
1279,1
1280,6
1280,9
1281,1
1282,3
1283,2
1284,6
1284,11
1285,12
1286,1
1286,2
1287,3
1287,2
1288,6
1288,9
1289,2
1290,1
1290,2
1291,1
1292,11
1292,10
1293,1
1294,1
1295,9
1296,1
1296,7
1297,1
1298,8
1299,3
1299,4
1300,6
1300,10
1301,1
1302,1
1303,9
1304,2
1305,1
1305,3
1306,8
1306,12
1307,3
1308,2
1309,1
1309,3
1310,1
1311,8
1312,2
1313,5
1314,3
1315,5
1316,1
1316,11
1317,6
1318,1
1319,2
1319,10
1320,1
1320,2
1321,6
1322,6
1323,1
1323,3
1323,2
1324,2
1325,8
1326,1
1326,7
1327,6
1328,1
1328,6
1329,3
1330,1
1331,1
1331,2
1332,1
1332,2
1333,11
1333,10
1334,3
1334,2
1335,12
1335,6
1336,1
1337,6
1338,3
1339,1
1339,3
1339,2
1340,6
1341,1
1342,6
1342,4
1343,1
1343,3
1344,1
1344,2
1345,1
1346,9
1347,6
1348,6
1348,11
1349,2
1349,10
1350,1
1351,12
1351,6
1351,9
1352,6
1353,1
1353,3
1354,6
1355,1
1356,1
1356,3
1357,6
1357,9
1358,1
1359,9
1360,1
1361,3
1362,8
1363,6
1364,5
1365,6
1365,9
1366,1
1366,2
1367,1
1368,6
1369,3
1369,2
1370,1
1370,2
1371,3
1372,1
1372,3
1372,2
1373,3
1374,1
1375,8
1376,1
1376,2
1377,6
1377,5
1378,2
1378,5
1379,1
1379,3
1380,1
1380,2
1381,6
1382,3
1383,3
1384,12
1384,6
1385,2
1386,3
1387,2
1388,12
1388,3
1389,1
1389,3
1389,2
1389,10
1390,12
1390,6
1391,1
1391,2
1392,6
1392,5
1393,1
1393,2
1394,1
1395,2
1396,1
1397,1
1398,1
1399,5
1400,2
1401,1
1402,1
1402,6
1402,5
1403,7
1404,3
1405,8
1406,4
1407,1
1407,7
1408,3
1408,10
1409,1
1409,3
1410,1
1411,1
1411,6
1411,5
1412,6
1413,1
1414,3
1414,5
1415,12
1415,9
1416,3
1416,2
1417,3
1417,2
1418,3
1419,11
1420,1
1420,6
1421,6
1422,6
1423,1
1424,11
1424,10
1425,1
1425,3
1426,9
1427,5
1428,9
1429,11
1430,9
1430,10
1431,3
1432,6
1433,11
1433,10
1434,2
1434,11
1434,10
1435,3
1436,5
1436,7
1437,11
1438,1
1439,2
1440,9
1441,11
1441,10
1442,1
1443,1
1444,1
1444,3
1445,3
1446,2
1447,11
1447,10
1448,11
1448,10
1449,11
1449,10
1450,11
1451,1
1452,9
1453,1
1453,3
1454,1
1454,3
1455,8
1456,5
1457,11
1458,3
1459,3
1459,2
1460,1
1461,1
1461,2
1462,6
1463,5
1464,5
1465,9
1466,8
1467,1
1467,6
1467,5
1468,1
1469,1
1470,9
1470,4
1471,1
1472,1
1472,7
1473,3
1474,2
1475,4
1476,6
1476,9
1477,12
1477,1
1477,6
1478,12
1478,6
1478,9
1479,1
1479,2
1480,1
1481,7
1482,7
1483,9
1484,8
1485,8
1486,5
1487,1
1488,3
1489,12
1490,3
1490,2
1490,10
1491,3
1492,2
1492,5
1493,2
1494,3
1494,10
1495,1
1496,1
1497,7
1498,1
1498,2
1499,5
1500,6
1500,5
1501,3
1501,2
1501,10
1502,3
1503,11
1504,12
1505,11
1505,4
1505,10
1506,1
1506,2
1507,2
1508,1
1508,2
1509,1
1509,9
1509,4
1510,10
1511,2
1512,1
1513,5
1514,1
1514,3
1515,3
1516,3
1517,1
1517,5
1517,4
1518,1
1518,2
1519,1
1519,6
1520,12
1520,6
1520,9
1521,12
1522,7
1523,1
1523,2
1524,8
1525,1
1525,2
1526,6
1527,3
1528,6
1529,6
1530,8
1531,8
1532,3
1532,2
1533,1
1534,3
1534,10
1535,1
1535,3
1536,11
1536,10
1537,8
1538,1
1539,6
1539,7
1540,1
1540,2
1541,8
1542,6
1542,11
1542,10
1543,1
1544,2
1545,1
1546,1
1546,5
1547,1
1548,7
1549,6
1550,2
1551,1
1551,6
1552,5
1553,1
1554,1
1555,6
1555,11
1556,4
1557,6
1558,1
1558,2
1558,10
1559,8
1560,1
1561,6
1562,1
1562,2
1563,1
1564,3
1565,1
1566,1
1566,2
1567,8
1568,3
1568,10
1569,6
1570,1
1571,2
1572,1
1572,3
1573,2
1574,6
1575,1
1575,5
1575,4
1576,1
1576,5
1577,1
1577,5
1578,6
1579,1
1579,3
1579,2
1580,2
1581,3
1581,2
1582,1
1582,7
1583,6
1583,5
1584,1
1584,6
1585,1
1586,12
1587,6
1588,6
1589,6
1589,5
1590,3
1590,2
1590,5
1590,10
1591,1
1592,3
1593,1
1594,1
1595,2
1596,3
1597,3
1598,1
1599,12
1599,6
1599,9
1600,1
1600,2
1601,6
1601,9
1602,5
1603,2
1603,9
1604,6
1604,11
1605,6
1606,1
1607,1
1607,3
1608,1
1609,2
1610,8
1611,1
1611,3
1612,6
1613,1
1613,2
1614,1
1615,2
1616,5
1617,2
1618,6
1619,4
1620,1
1620,2
1621,1
1622,5
1623,1
1623,3
1624,2
1624,4
1625,1
1626,2
1627,3
1628,2
1628,9
1629,1
1630,1
1631,10
1632,6
1633,6
1634,9
1635,6
1635,10
1636,5
1637,2
1638,5
1639,2
1640,5
1641,1
1642,11
1643,1
1643,7
1644,3
1645,6
1646,2
1647,6
1648,3
1648,5
1648,10
1649,1
1649,4
1650,3
1651,6
1652,10
1653,5
1654,3
1654,10
1655,1
1656,1
1657,6
1657,5
1658,1
1659,1
1660,8
1661,2
1662,3
1662,2
1663,8
1664,3
1664,4
1665,2
1665,6
1666,1
1666,2
1667,2
1668,8
1669,1
1669,5
1670,1
1671,1
1671,7
1672,6
1672,11
1673,3
1673,2
1673,10
1674,1
1674,6
1675,8
1676,6
1677,11
1677,10
1678,2
1679,1
1680,8
1681,6
1681,5
1682,1
1683,12
1684,1
1684,7
1685,2
1685,10
1686,1
1686,5
1687,1
1687,3
1687,5
1688,1
1689,1
1690,6
1690,5
1691,1
1691,2
1692,1
1693,2
1693,5
1694,7
1695,1
1695,5
1696,1
1696,7
1697,2
1698,2
1699,6
1700,1
1700,2
1701,1
1701,3
1702,1
1703,2
1704,1
1704,3
1705,1
1705,2
1706,1
1706,5
1707,6
1707,5
1708,3
1709,2
1709,10
1710,1
1711,1
1711,3
1711,2
1711,5
1712,3
1712,2
1713,6
1714,1
1714,2
1715,1
1715,3
1715,2
1716,11
1717,9
1718,9
1719,1
1720,6
1721,6
1722,3
1723,2
1724,1
1724,3
1724,2
1725,1
1725,2
1726,6
1726,4
1727,1
1727,2
1728,1
1728,2
1729,1
1729,2
1730,1
1731,6
1732,2
1733,11
1734,1
1735,1
1736,3
1737,1
1737,2
1738,8
1739,6
1740,1
1741,1
1741,7
1742,1
1743,5
1744,2
1745,1
1746,11
1746,10
1747,1
1748,4
1749,1
1749,3
1749,2
1750,1
1750,3
1751,9
1751,10
1752,5
1753,1
1753,3
1754,1
1754,3
1754,5
1755,1
1755,6
1756,9
1756,10
1757,3
1757,2
1758,3
1758,10
1759,5
1760,8
1760,12
1760,6
1760,9
1761,1
1761,7
1762,1
1763,6
1764,12
1764,6
1764,9
1765,6
1766,6
1767,2
1768,6
1769,3
1769,2
1770,3
1771,2
1772,9
1772,4
1773,3
1774,3
1774,2
1775,1
1775,5
1776,8
1777,3
1777,2
1778,1
1778,9
1779,1
1779,3
1780,4
1781,3
1781,6
1782,1
1782,3
1782,2
1783,1
1783,3
1783,2
1784,3
1784,2
1784,10
1785,2
1786,1
1787,6
1788,3
1789,1
1790,6
1790,4
1791,1
1791,6
1792,8
1793,6
1794,1
1794,7
1795,1
1796,2
1797,1
1797,5
1798,3
1798,2
1798,10
1799,2
1800,6
1801,10
1802,2
1802,4
1803,7
1804,2
1805,9
1806,3
1806,2
1807,1
1807,2
1808,1
1808,3
1809,1
1809,3
1810,6
1811,1
1811,3
1812,8
1813,2
1814,6
1815,1
1815,3
1816,3
1816,10
1817,6
1818,6
1819,6
1819,9
1819,5
1820,1
1820,6
1821,1
1821,3
1821,2
1822,3
1823,8
1824,1
1825,12
1826,3
1827,7
1828,6
1829,1
1830,1
1831,3
1831,2
1832,11
1833,1
1834,1
1835,2
1835,5
1835,10
1836,1
1836,2
1837,6
1837,9
1838,8
1839,12
1839,6
1839,9
1840,2
1841,1
1842,1
1842,4
1843,1
1843,3
1843,2
1843,10
1844,1
1845,9
1845,4
1846,6
1847,1
1847,7
1848,6
1849,8
1850,3
1850,10
1851,1
1852,8
1853,6
1853,7
1854,1
1855,3
1855,10
1856,10
1857,6
1858,1
1859,1
1860,2
1860,6
1860,11
1861,9
1861,11
1861,10
1862,3
1862,5
1863,1
1863,2
1864,5
1865,2
1865,10
1866,8
1866,6
1867,6
1868,1
1869,10
1870,1
1870,2
1871,1
1871,2
1872,6
1872,11
1873,1
1874,11
1875,3
1876,8
1877,1
1877,2
1878,2
1879,6
1880,5
1880,10
1881,1
1882,6
1883,1
1883,2
1884,10
1885,1
1886,3
1887,8
1887,9
1888,1
1889,3
1890,1
1891,3
1891,2
1892,6
1893,3
1893,2
1894,8
1895,2
1896,1
1897,1
1898,2
1899,10
1900,1
1901,1
1901,2
1902,5
1903,3
1903,2
1903,10
1904,1
1904,2
1905,1
1906,6
1907,2
1908,3
1908,2
1909,3
1909,2
1910,3
1910,2
1911,3
1911,2
1912,1
1913,11
1914,2
1915,3
1916,1
1916,3
1917,3
1917,2
1918,3
1919,3
1920,1
1921,3
1921,2
1921,10
1922,1
1923,1
1924,1
1924,7
1925,2
1926,12
1926,6
1926,9
1927,6
1927,9
1928,12
1929,1
1930,8
1931,1
1931,2
1932,6
1933,3
1934,6
1934,9
1934,10
1935,9
1936,1
1937,6
1938,1
1939,1
1940,1
1941,1
1941,2
1942,1
1943,7
1944,1
1944,6
1945,8
1945,6
1946,10
1947,8
1948,2
1948,11
1948,10
1949,1
1950,1
1950,3
1951,6
1952,3
1953,6
1953,10
1954,1
1954,3
1954,2
1955,3
1956,1
1957,6
1958,6
1958,10
1959,6
1960,3
1960,2
1960,10
1961,3
1961,2
1962,1
1962,2
1963,3
1963,2
1964,6
1965,2
1966,1
1966,3
1966,2
1967,12
1967,9
1968,3
1969,1
1969,2
1970,7
1971,6
1971,9
1972,3
1973,1
1974,1
1974,10
1975,4
1976,4
1977,1
1978,6
1978,5
1979,6
1979,9
1980,6
1981,8
1982,6
1982,5
1983,8
1984,3
1985,1
1985,2
1986,1
1987,6
1987,5
1988,1
1989,1
1989,2
1990,3
1991,1
1992,3
1992,2
1992,10
1993,1
1993,3
1994,1
1994,5
1995,1
1995,3
1996,6
1996,5
1997,3
1997,2
1998,3
1998,10
1999,1
1999,6
2000,6
2001,1
2002,4
2003,3
2003,5
2003,10
2004,8
2005,9
2006,3
2007,1
2007,5
2008,2
2008,6
2009,3
2010,1
2011,1
2011,3
2012,1
2012,3
2013,2
2014,2
2015,8
2016,6
2016,11
2017,1
2017,2
2018,1
2019,5
2020,6
2021,1
2022,10
2023,6
2024,1
2025,6
2025,9
2026,8
2026,9
2027,3
2027,2
2028,5
2029,8
2030,2
2031,6
2032,1
2032,3
2032,2
2033,1
2033,2
2034,1
2035,1
2036,6
2037,9
2037,10
2038,9
2039,2
2040,1
2040,4
2041,1
2041,2
2042,3
2043,3
2043,10
2044,1
2045,1
2046,1
2046,7
2047,6
2048,1
2048,2
2049,3
2049,2
2049,5
2049,10
2050,2
2051,5
2052,6
2053,1
2054,3
2055,6
2056,8
2057,2
2058,5
2059,1
2060,1
2061,1
2061,3
2062,1
2063,1
2064,1
2065,1
2066,1
2066,6
2067,2
2067,5
2068,1
2068,5
2069,1
2069,5
2070,11
2070,10
2071,1
2072,1
2073,3
2073,2
2073,10
2074,1
2074,2
2075,1
2076,1
2077,12
2077,6
2078,1
2079,1
2079,3
2080,1
2080,6
2081,2
2081,4
2082,1
2082,2
2083,4
2084,6
2085,3
2086,1
2086,2
2087,6
2088,1
2089,3
2090,1
2090,3
2091,12
2091,3
2092,1
2093,1
2093,2
2094,2
2095,3
2095,2
2095,10
2096,6
2097,1
2098,8
2099,11
2099,10
2100,3
2100,4
2101,8
2101,9
2102,1
2103,6
2103,9
2104,5
2104,7
2105,1
2106,1
2107,1
2108,1
2109,3
2110,6
2111,1
2111,2
2112,6
2113,1
2114,1
2115,1
2116,6
2117,2
2118,3
2119,3
2120,1
2120,2
2121,1
2121,2
2122,1
2123,3
2124,9
2124,10
2125,7
2126,5
2127,5
2128,6
2128,5
2129,12
2130,3
2131,1
2132,1
2132,2
2133,1
2133,3
2134,6
2135,8
2136,1
2137,2
2138,7
2139,1
2140,2
2141,1
2141,3
2142,1
2142,2
2143,5
2144,6
2144,11
2145,1
2145,5
2146,8
2147,1
2147,7
2148,6
2149,1
2150,1
2150,5
2151,3
2152,1
2153,1
2154,6
2155,1
2155,2
2156,1
2156,2
2157,3
2157,2
2158,1
2158,5
2159,1
2160,1
2161,6
2162,2
